id,trial,best_strategy_rand,best_strategy_guess,best_strategies,best_alpha,best_nlogl,strong_alpha,strong_nlogl,weak1_alpha,weak1_nlogl,weak2_alpha,weak2_nlogl,proto_alpha,proto_nlogl
10937270.0,1,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937270.0,2,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937270.0,3,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937270.0,4,weak1,weak1,weak1,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937270.0,5,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937270.0,6,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937270.0,7,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,3.552713678800501e-15,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562
10937270.0,8,weak1,weak1,weak1,1.0,-0.0,8.881784197001252e-16,5.545177444479562,1.0,-0.0,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937270.0,9,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937270.0,10,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937291.0,1,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937291.0,2,weak1,weak1,weak1,1.0,-0.0,8.881784197001252e-16,5.545177444479562,1.0,-0.0,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937291.0,3,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937291.0,4,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,0.0,5.545177444479562
10937291.0,5,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,3.552713678800501e-15,5.5451774444795765
10937291.0,6,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,3.552713678800501e-15,5.5451774444795765
10937291.0,7,weak1,weak1,weak1,1.0,-0.0,8.881784197001252e-16,5.545177444479562,1.0,-0.0,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937291.0,8,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562
10937291.0,9,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,3.552713678800501e-15,5.5451774444795765
10937291.0,10,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,3.552713678800501e-15,5.5451774444795765
10937310.0,1,weak1,guessing,"['strong', 'weak1', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937310.0,2,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937310.0,3,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937310.0,4,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562
10937310.0,5,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937310.0,6,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937310.0,7,weak1,guessing,"['strong', 'weak1', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937310.0,8,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937310.0,9,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937310.0,10,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937320.0,1,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937320.0,2,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937320.0,3,weak1,weak1,weak1,1.0,-0.0,8.881784197001252e-16,5.545177444479562,1.0,-0.0,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937320.0,4,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937320.0,5,weak1,weak1,weak1,1.0,-0.0,8.881784197001252e-16,5.545177444479562,1.0,-0.0,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937320.0,6,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562
10937320.0,7,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937320.0,8,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,0.0,5.545177444479562
10937320.0,9,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937320.0,10,strong,strong,strong,1.0,-0.0,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937323.0,1,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,3.552713678800501e-15,5.5451774444795765
10937323.0,2,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,0.0,5.545177444479562
10937323.0,3,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937323.0,4,prototype,guessing,"['strong', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937323.0,5,prototype,guessing,"['strong', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937323.0,6,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937323.0,7,prototype,guessing,"['strong', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937323.0,8,prototype,guessing,"['weak2', 'prototype']",0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467,0.5,4.498681156950467
10937323.0,9,prototype,guessing,"['strong', 'prototype']",0.5,4.498681156950467,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467
10937323.0,10,weak1,guessing,"['strong', 'weak1']",0.5,4.498681156950467,0.5,4.498681156950467,0.5,4.498681156950467,0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937326.0,1,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,3.552713678800501e-15,5.5451774444795765,3.552713678800501e-15,5.5451774444795765
10937326.0,2,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,3.552713678800501e-15,5.5451774444795765
10937326.0,3,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937326.0,4,strong,strong,strong,0.5,4.498681156950467,0.5,4.498681156950467,0.0,5.545177444479562,0.0,5.545177444479562,8.881784197001252e-16,5.545177444479562
10937326.0,5,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562
10937326.0,6,weak1,weak1,weak1,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467,3.552713678800501e-15,5.5451774444795765,8.881784197001252e-16,5.545177444479562
10937326.0,7,weak2,weak2,weak2,1.0,-0.0,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.0,-0.0,0.5,4.498681156950467
10937326.0,8,weak2,weak2,weak2,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562
10937326.0,9,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,8.881784197001252e-16,5.545177444479562,3.552713678800501e-15,5.5451774444795765
10937326.0,10,weak2,weak2,weak2,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562,0.0,5.545177444479562,0.5,4.498681156950467,8.881784197001252e-16,5.545177444479562
10937343.0,1,prototype,guessing,"['strong', 'weak1', 'weak2', 'prototype']",0.0,5.5451774444795765,8.881784197001252e-16,5.545177444479562,8.881784197001252e-16,5.545177444479562,1.3322676295501878e-13,5.545177444480628,3.552713678800501e-15,5.5451774444795765
