Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-37bt,branch-tk52,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: Consent
5,1713360403273,17/04/2024 13:26:43,1713364003273,1,17/04/2024 15:26:43,131657,11,task-ayab,,37089107,BLIND,10937541,,complete,,661fce01c3be46b06e4eae56,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,11,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360401744,17/04/2024 13:26:41,1713364001744,1,17/04/2024 15:26:41,131657,11,task-ayab,,37089109,BLIND,10937542,,complete,,661fce057c15e8ba75961316,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1600x900,1516x752,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360407689,17/04/2024 13:26:47,1713364007689,1,17/04/2024 15:26:47,131657,11,task-ayab,,37089109,BLIND,10937542,,complete,,661fce057c15e8ba75961316,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1600x900,1516x752,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,5962.72,5950.02,5962.72,5962.72,5950.02,5962.72,1,5962.72,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360411176,17/04/2024 13:26:51,1713364011176,1,17/04/2024 15:26:51,131657,11,task-ayab,,37089109,BLIND,10937542,,complete,,661fce057c15e8ba75961316,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1600x900,1516x752,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,9449.82,9433.22,9449.82,9449.82,9433.22,9449.82,1,9449.82,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
4,1713360411177,17/04/2024 13:26:51,1713364011177,1,17/04/2024 15:26:51,131657,11,task-ayab,,37089109,BLIND,10937542,,complete,,661fce057c15e8ba75961316,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1600x900,1516x752,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,9083.22,9433.22,9449.82,9083.22,9433.22,9449.82,1,9083.22,366.60000000000036,0,,Dropdown,Consent,3,object-8,Consent,,I consent
5,1713360411179,17/04/2024 13:26:51,1713364011179,1,17/04/2024 15:26:51,131657,11,task-ayab,,37089109,BLIND,10937542,,complete,,661fce057c15e8ba75961316,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1600x900,1516x752,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360405841,17/04/2024 13:26:45,1713364005841,1,17/04/2024 15:26:45,131657,11,task-ayab,,37089115,BLIND,10937545,,complete,,661fce048baf26448ad45a61,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360410986,17/04/2024 13:26:50,1713364010986,1,17/04/2024 15:26:50,131657,11,task-ayab,,37089115,BLIND,10937545,,complete,,661fce048baf26448ad45a61,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,5181.000000381469,5165.700000000001,5181.000000381469,5181.000000381469,5165.700000000001,5181.000000381469,1,5181.000000381469,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360410988,17/04/2024 13:26:50,1713364010988,1,17/04/2024 15:26:50,131657,11,task-ayab,,37089115,BLIND,10937545,,complete,,661fce048baf26448ad45a61,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,4615.5,5165.700000000001,5182.700000000001,4615.5,5165.700000000001,5182.700000000001,1,4615.5,567.2000000000007,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360410993,17/04/2024 13:26:50,1713364010993,1,17/04/2024 15:26:50,131657,11,task-ayab,,37089115,BLIND,10937545,,complete,,661fce048baf26448ad45a61,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360411729,17/04/2024 13:26:51,1713364011729,1,17/04/2024 15:26:51,131657,11,task-ayab,,37089122,BLIND,10937547,,complete,,661fce0f8828330829ac6e3b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x718,,,0,Consent,5,5,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360414848,17/04/2024 13:26:54,1713364014848,1,17/04/2024 15:26:54,131657,11,task-ayab,,37089122,BLIND,10937547,,complete,,661fce0f8828330829ac6e3b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x718,,,0,Consent,5,5,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,3131.700000011921,3100.0000000000005,3131.700000011921,3131.700000011921,3100.0000000000005,3131.700000011921,1,3131.700000011921,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360414849,17/04/2024 13:26:54,1713364014849,1,17/04/2024 15:26:54,131657,11,task-ayab,,37089122,BLIND,10937547,,complete,,661fce0f8828330829ac6e3b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x718,,,0,Consent,5,5,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,2899.4,3100.0000000000005,3133.3000000000006,2899.4,3100.0000000000005,3133.3000000000006,1,2899.4,233.90000000000055,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360414851,17/04/2024 13:26:54,1713364014851,1,17/04/2024 15:26:54,131657,11,task-ayab,,37089122,BLIND,10937547,,complete,,661fce0f8828330829ac6e3b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,1440x718,,,0,Consent,5,5,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360427451,17/04/2024 13:27:07,1713364027451,1,17/04/2024 15:27:07,131657,11,task-ayab,,37089140,BLIND,10937549,,complete,,661fce1af3afda51a83bc716,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1120x630,1120x510,,,0,Consent,5,48,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360439815,17/04/2024 13:27:19,1713364039815,1,17/04/2024 15:27:19,131657,11,task-ayab,,37089140,BLIND,10937549,,complete,,661fce1af3afda51a83bc716,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1120x630,1120x510,,,0,Consent,5,48,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,12366.619999999999,12354.919999999998,12366.619999999999,12366.619999999999,12354.919999999998,12366.619999999999,1,12366.619999999999,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360439817,17/04/2024 13:27:19,1713364039817,1,17/04/2024 15:27:19,131657,11,task-ayab,,37089140,BLIND,10937549,,complete,,661fce1af3afda51a83bc716,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1120x630,1120x510,,,0,Consent,5,48,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,10939.579999999998,12354.919999999998,12369.619999999999,10939.579999999998,12354.919999999998,12369.619999999999,1,10939.579999999998,1430.0400000000009,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360439818,17/04/2024 13:27:19,1713364039818,1,17/04/2024 15:27:19,131657,11,task-ayab,,37089140,BLIND,10937549,,complete,,661fce1af3afda51a83bc716,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1120x630,1120x510,,,0,Consent,5,48,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360434450,17/04/2024 13:27:14,1713364034450,1,17/04/2024 15:27:14,131657,11,task-ayab,,37089146,BLIND,10937552,,complete,,661fce1c89c26640b8728ef9,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,47,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360440316,17/04/2024 13:27:20,1713364040316,1,17/04/2024 15:27:20,131657,11,task-ayab,,37089146,BLIND,10937552,,complete,,661fce1c89c26640b8728ef9,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,47,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,5899.999999999998,5883.299999999999,5899.999999999998,5899.999999999998,5883.299999999999,5899.999999999998,1,5899.999999999998,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360440318,17/04/2024 13:27:20,1713364040318,1,17/04/2024 15:27:20,131657,11,task-ayab,,37089146,BLIND,10937552,,complete,,661fce1c89c26640b8728ef9,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,47,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,5100.6,5883.299999999999,5899.999999999998,5100.6,5883.299999999999,5899.999999999998,1,5100.6,799.3999999999978,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360440324,17/04/2024 13:27:20,1713364040324,1,17/04/2024 15:27:20,131657,11,task-ayab,,37089146,BLIND,10937552,,complete,,661fce1c89c26640b8728ef9,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,47,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360444868,17/04/2024 13:27:24,1713364044868,1,17/04/2024 15:27:24,131657,11,task-ayab,,37089156,BLIND,10937557,,complete,,661fce2cce60925344803fa3,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1368x912,1320x790,,,0,Consent,5,26,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360453120,17/04/2024 13:27:33,1713364053120,1,17/04/2024 15:27:33,131657,11,task-ayab,,37089156,BLIND,10937557,,complete,,661fce2cce60925344803fa3,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1368x912,1320x790,,,0,Consent,5,26,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,8286.70000001192,8272.699999999999,8286.70000001192,8286.70000001192,8272.699999999999,8286.70000001192,1,8286.70000001192,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360453121,17/04/2024 13:27:33,1713364053121,1,17/04/2024 15:27:33,131657,11,task-ayab,,37089156,BLIND,10937557,,complete,,661fce2cce60925344803fa3,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1368x912,1320x790,,,0,Consent,5,26,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,7221.6,8272.699999999999,8289.699999999999,7221.6,8272.699999999999,8289.699999999999,1,7221.6,1068.0999999999985,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360453124,17/04/2024 13:27:33,1713364053124,1,17/04/2024 15:27:33,131657,11,task-ayab,,37089156,BLIND,10937557,,complete,,661fce2cce60925344803fa3,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1368x912,1320x790,,,0,Consent,5,26,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360460618,17/04/2024 13:27:40,1713364060618,1,17/04/2024 15:27:40,131657,11,task-ayab,,37089166,BLIND,10937559,,complete,,661fce3c1787718d308d4289,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360465250,17/04/2024 13:27:45,1713364065250,1,17/04/2024 15:27:45,131657,11,task-ayab,,37089166,BLIND,10937559,,complete,,661fce3c1787718d308d4289,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,4659.899999976158,4649.7,4659.899999976158,4659.899999976158,4649.7,4659.899999976158,1,4659.899999976158,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360465252,17/04/2024 13:27:45,1713364065252,1,17/04/2024 15:27:45,131657,11,task-ayab,,37089166,BLIND,10937559,,complete,,661fce3c1787718d308d4289,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,3649.8,4649.7,4666.399999976158,3649.8,4649.7,4666.399999976158,1,3649.8,1016.599999976158,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360465257,17/04/2024 13:27:45,1713364065257,1,17/04/2024 15:27:45,131657,11,task-ayab,,37089166,BLIND,10937559,,complete,,661fce3c1787718d308d4289,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360460671,17/04/2024 13:27:40,1713364060671,1,17/04/2024 15:27:40,131657,11,task-ayab,,37089167,BLIND,10937560,,complete,,661fce41ce60925344803fa9,computer,Desktop or Laptop,Windows 10,Opera 107.0.0.0,3840x2160,3638x2059,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360484450,17/04/2024 13:28:04,1713364084450,1,17/04/2024 15:28:04,131657,11,task-ayab,,37089167,BLIND,10937560,,complete,,661fce41ce60925344803fa9,computer,Desktop or Laptop,Windows 10,Opera 107.0.0.0,3840x2160,3638x2059,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,23798.378,23784.278000000002,23798.378,23798.378,23784.278000000002,23798.378,1,23798.378,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360488776,17/04/2024 13:28:08,1713364088776,1,17/04/2024 15:28:08,131657,11,task-ayab,,37089167,BLIND,10937560,,complete,,661fce41ce60925344803fa9,computer,Desktop or Laptop,Windows 10,Opera 107.0.0.0,3840x2160,3638x2059,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,28125.77799999851,28117.778000000002,28125.77799999851,28125.77799999851,28117.778000000002,28125.77799999851,1,28125.77799999851,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
4,1713360488777,17/04/2024 13:28:08,1713364088777,1,17/04/2024 15:28:08,131657,11,task-ayab,,37089167,BLIND,10937560,,complete,,661fce41ce60925344803fa9,computer,Desktop or Laptop,Windows 10,Opera 107.0.0.0,3840x2160,3638x2059,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,26051.078,28117.778000000002,28126.477999999628,26051.078,28117.778000000002,28126.477999999628,1,26051.078,2075.3999999996267,0,,Dropdown,Consent,3,object-8,Consent,,I consent
5,1713360488778,17/04/2024 13:28:08,1713364088778,1,17/04/2024 15:28:08,131657,11,task-ayab,,37089167,BLIND,10937560,,complete,,661fce41ce60925344803fa9,computer,Desktop or Laptop,Windows 10,Opera 107.0.0.0,3840x2160,3638x2059,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360489405,17/04/2024 13:28:09,1713364089405,1,17/04/2024 15:28:09,131657,11,task-ayab,,37089196,BLIND,10937571,,complete,,661fce57e162d8991819a384,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,9,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360510158,17/04/2024 13:28:30,1713364110158,1,17/04/2024 15:28:30,131657,11,task-ayab,,37089196,BLIND,10937571,,complete,,661fce57e162d8991819a384,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,9,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,20768.2,20765.100000000002,20768.2,20768.2,20765.100000000002,20768.2,1,20768.2,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360510161,17/04/2024 13:28:30,1713364110161,1,17/04/2024 15:28:30,131657,11,task-ayab,,37089196,BLIND,10937571,,complete,,661fce57e162d8991819a384,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,9,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,18824,20765.100000000002,20773.10000000596,18824,20765.100000000002,20773.10000000596,1,18824,1949.1000000059612,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360510164,17/04/2024 13:28:30,1713364110164,1,17/04/2024 15:28:30,131657,11,task-ayab,,37089196,BLIND,10937571,,complete,,661fce57e162d8991819a384,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,9,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360492570,17/04/2024 13:28:12,1713364092570,1,17/04/2024 15:28:12,131657,11,task-ayab,,37089200,BLIND,10937572,,complete,,661fce56a1f750bf1b01cae0,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,31,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360507030,17/04/2024 13:28:27,1713364107030,1,17/04/2024 15:28:27,131657,11,task-ayab,,37089200,BLIND,10937572,,complete,,661fce56a1f750bf1b01cae0,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,31,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,15550.699999928474,15547.6,15550.699999928474,15550.699999928474,15547.6,15550.699999928474,1,15550.699999928474,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360507033,17/04/2024 13:28:27,1713364107033,1,17/04/2024 15:28:27,131657,11,task-ayab,,37089200,BLIND,10937572,,complete,,661fce56a1f750bf1b01cae0,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,31,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,13847.6,15547.6,15555.5,13847.6,15547.6,15555.5,1,13847.6,1707.8999999999996,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360507036,17/04/2024 13:28:27,1713364107036,1,17/04/2024 15:28:27,131657,11,task-ayab,,37089200,BLIND,10937572,,complete,,661fce56a1f750bf1b01cae0,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,31,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360494636,17/04/2024 13:28:14,1713364094636,1,17/04/2024 15:28:14,131657,11,task-ayab,,37089202,BLIND,10937573,,complete,,661fce595c525fcab4da2e13,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x960,671x831,,,0,Consent,5,27,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360498369,17/04/2024 13:28:18,1713364098369,1,17/04/2024 15:28:18,131657,11,task-ayab,,37089202,BLIND,10937573,,complete,,661fce595c525fcab4da2e13,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x960,671x831,,,0,Consent,5,27,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,3754.6760000357626,3749.6759999999995,3754.6760000357626,3754.6760000357626,3749.6759999999995,3754.6760000357626,1,3754.6760000357626,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360498370,17/04/2024 13:28:18,1713364098370,1,17/04/2024 15:28:18,131657,11,task-ayab,,37089202,BLIND,10937573,,complete,,661fce595c525fcab4da2e13,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x960,671x831,,,0,Consent,5,27,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,3233.1759999999995,3749.6759999999995,3756.6760000357626,3233.1759999999995,3749.6759999999995,3756.6760000357626,1,3233.1759999999995,523.5000000357632,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360498371,17/04/2024 13:28:18,1713364098371,1,17/04/2024 15:28:18,131657,11,task-ayab,,37089202,BLIND,10937573,,complete,,661fce595c525fcab4da2e13,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x960,671x831,,,0,Consent,5,27,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360512906,17/04/2024 13:28:32,1713364112906,1,17/04/2024 15:28:32,131657,11,task-ayab,,37089227,BLIND,10937578,,complete,,661fce747e80ba41ef683bb1,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360570785,17/04/2024 13:29:30,1713364170785,1,17/04/2024 15:29:30,131657,11,task-ayab,,37089227,BLIND,10937578,,complete,,661fce747e80ba41ef683bb1,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,57891.100000095365,57874.799999999996,57891.100000095365,57891.100000095365,57874.799999999996,57891.100000095365,1,57891.100000095365,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360570787,17/04/2024 13:29:30,1713364170787,1,17/04/2024 15:29:30,131657,11,task-ayab,,37089227,BLIND,10937578,,complete,,661fce747e80ba41ef683bb1,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,56840.2,57874.799999999996,57891.59999999999,56840.2,57874.799999999996,57891.59999999999,1,56840.2,1051.3999999999942,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360570788,17/04/2024 13:29:30,1713364170788,1,17/04/2024 15:29:30,131657,11,task-ayab,,37089227,BLIND,10937578,,complete,,661fce747e80ba41ef683bb1,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360554558,17/04/2024 13:29:14,1713364154558,1,17/04/2024 15:29:14,131657,11,task-ayab,,37089252,BLIND,10937585,,complete,,661fcea25d8c745318be023f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Consent,5,33,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360558015,17/04/2024 13:29:18,1713364158015,1,17/04/2024 15:29:18,131657,11,task-ayab,,37089252,BLIND,10937585,,complete,,661fcea25d8c745318be023f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Consent,5,33,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,3470.2000000029802,3466.1000000000004,3470.2000000029802,3470.2000000029802,3466.1000000000004,3470.2000000029802,1,3470.2000000029802,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360558015,17/04/2024 13:29:18,1713364158015,1,17/04/2024 15:29:18,131657,11,task-ayab,,37089252,BLIND,10937585,,complete,,661fcea25d8c745318be023f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Consent,5,33,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,3069.6000000000004,3466.1000000000004,3470.4000000000005,3069.6000000000004,3466.1000000000004,3470.4000000000005,1,3069.6000000000004,400.8000000000002,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360558017,17/04/2024 13:29:18,1713364158017,1,17/04/2024 15:29:18,131657,11,task-ayab,,37089252,BLIND,10937585,,complete,,661fcea25d8c745318be023f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Consent,5,33,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360552239,17/04/2024 13:29:12,1713364152239,1,17/04/2024 15:29:12,131657,11,task-ayab,,37089254,BLIND,10937587,,complete,,661fce91c3a9d2747d9438bf,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360572535,17/04/2024 13:29:32,1713364172535,1,17/04/2024 15:29:32,131657,11,task-ayab,,37089254,BLIND,10937587,,complete,,661fce91c3a9d2747d9438bf,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,21886.300000000745,21881.5,21886.300000000745,21886.300000000745,21881.5,21886.300000000745,1,21886.300000000745,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360572538,17/04/2024 13:29:32,1713364172538,1,17/04/2024 15:29:32,131657,11,task-ayab,,37089254,BLIND,10937587,,complete,,661fce91c3a9d2747d9438bf,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Consent,5,38,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,20947.5,21881.5,21890.20000000298,20947.5,21881.5,21890.20000000298,1,20947.5,942.7000000029802,0,,Dropdown,Consent,3,object-8,Consent,,I consent
