Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-37bt,branch-tk52,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: Consent
3,1713360752929,17/04/2024 13:32:32,1713364352929,1,17/04/2024 15:32:32,131657,11,task-ayab,,37089440,BLIND,10937648,,complete,,661fcf63459fcc49a0f7b153,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,2382.5,2682.6,2691.7000000238418,2382.5,2682.6,2691.7000000238418,1,2382.5,309.20000002384177,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360752930,17/04/2024 13:32:32,1713364352930,1,17/04/2024 15:32:32,131657,11,task-ayab,,37089440,BLIND,10937648,,complete,,661fcf63459fcc49a0f7b153,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x730,,,0,Consent,5,42,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360774542,17/04/2024 13:32:54,1713364374542,1,17/04/2024 15:32:54,131657,11,task-ayab,,37089458,BLIND,10937653,,complete,,661fcf7d237dca48960f0e68,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x864,1528x716,,,0,Consent,5,44,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360777431,17/04/2024 13:32:57,1713364377431,1,17/04/2024 15:32:57,131657,11,task-ayab,,37089458,BLIND,10937653,,complete,,661fcf7d237dca48960f0e68,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x864,1528x716,,,0,Consent,5,44,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,2925.1780000059607,2916.0780000000004,2925.1780000059607,2925.1780000059607,2916.0780000000004,2925.1780000059607,1,2925.1780000059607,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360781824,17/04/2024 13:33:01,1713364381824,1,17/04/2024 15:33:01,131657,11,task-ayab,,37089458,BLIND,10937653,,complete,,661fcf7d237dca48960f0e68,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x864,1528x716,,,0,Consent,5,44,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,7320.778,7315.378000000001,7320.778,7320.778,7315.378000000001,7320.778,1,7320.778,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
4,1713360781826,17/04/2024 13:33:01,1713364381826,1,17/04/2024 15:33:01,131657,11,task-ayab,,37089458,BLIND,10937653,,complete,,661fcf7d237dca48960f0e68,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x864,1528x716,,,0,Consent,5,44,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,4982.278,7315.378000000001,7322.9780000029805,4982.278,7315.378000000001,7322.9780000029805,1,4982.278,2340.7000000029802,0,,Dropdown,Consent,3,object-8,Consent,,I consent
5,1713360781831,17/04/2024 13:33:01,1713364381831,1,17/04/2024 15:33:01,131657,11,task-ayab,,37089458,BLIND,10937653,,complete,,661fcf7d237dca48960f0e68,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1536x864,1528x716,,,0,Consent,5,44,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360779324,17/04/2024 13:32:59,1713364379324,1,17/04/2024 15:32:59,131657,11,task-ayab,,37089462,BLIND,10937654,,complete,,661fcf7d86e4caa19b1e387c,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360785488,17/04/2024 13:33:05,1713364385488,1,17/04/2024 15:33:05,131657,11,task-ayab,,37089462,BLIND,10937654,,complete,,661fcf7d86e4caa19b1e387c,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,6179.100000047683,6173.1,6179.100000047683,6179.100000047683,6173.1,6179.100000047683,1,6179.100000047683,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360785492,17/04/2024 13:33:05,1713364385492,1,17/04/2024 15:33:05,131657,11,task-ayab,,37089462,BLIND,10937654,,complete,,661fcf7d86e4caa19b1e387c,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,5472.5,6173.1,6187.600000047683,5472.5,6173.1,6187.600000047683,1,5472.5,715.1000000476834,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360785499,17/04/2024 13:33:05,1713364385499,1,17/04/2024 15:33:05,131657,11,task-ayab,,37089462,BLIND,10937654,,complete,,661fcf7d86e4caa19b1e387c,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360779941,17/04/2024 13:32:59,1713364379941,1,17/04/2024 15:32:59,131657,11,task-ayab,,37089464,BLIND,10937655,,complete,,661fcf7b2393b62c54ba7b31,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,12,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360810126,17/04/2024 13:33:30,1713364410126,1,17/04/2024 15:33:30,131657,11,task-ayab,,37089464,BLIND,10937655,,complete,,661fcf7b2393b62c54ba7b31,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,12,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,30200.674000047682,30198.874,30200.674000047682,30200.674000047682,30198.874,30200.674000047682,1,30200.674000047682,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360810127,17/04/2024 13:33:30,1713364410127,1,17/04/2024 15:33:30,131657,11,task-ayab,,37089464,BLIND,10937655,,complete,,661fcf7b2393b62c54ba7b31,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,12,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,29198.974,30198.874,30202.974,29198.974,30198.874,30202.974,1,29198.974,1004,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360810129,17/04/2024 13:33:30,1713364410129,1,17/04/2024 15:33:30,131657,11,task-ayab,,37089464,BLIND,10937655,,complete,,661fcf7b2393b62c54ba7b31,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,12,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360826483,17/04/2024 13:33:46,1713364426483,1,17/04/2024 15:33:46,131657,11,task-ayab,,37089471,BLIND,10937657,,complete,,661fcf10c5253fdb24ab9251,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360924243,17/04/2024 13:35:24,1713364524243,1,17/04/2024 15:35:24,131657,11,task-ayab,,37089471,BLIND,10937657,,complete,,661fcf10c5253fdb24ab9251,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,97807.89999990464,97800.09999999999,97807.89999990464,97807.89999990464,97800.09999999999,97807.89999990464,1,97807.89999990464,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360924246,17/04/2024 13:35:24,1713364524246,1,17/04/2024 15:35:24,131657,11,task-ayab,,37089471,BLIND,10937657,,complete,,661fcf10c5253fdb24ab9251,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,96550.09999999999,97800.09999999999,97813.69999985695,96550.09999999999,97800.09999999999,97813.69999985695,1,96550.09999999999,1263.5999998569605,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360924253,17/04/2024 13:35:24,1713364524253,1,17/04/2024 15:35:24,131657,11,task-ayab,,37089471,BLIND,10937657,,complete,,661fcf10c5253fdb24ab9251,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360791000,17/04/2024 13:33:11,1713364391000,1,17/04/2024 15:33:11,131657,11,task-ayab,,37089472,BLIND,10937658,,complete,,661fcf84d38be5abfe017a4c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1425x724,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360810754,17/04/2024 13:33:30,1713364410754,1,17/04/2024 15:33:30,131657,11,task-ayab,,37089472,BLIND,10937658,,complete,,661fcf84d38be5abfe017a4c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1425x724,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,19770.70999997616,19766.736,19770.70999997616,19770.70999997616,19766.736,19770.70999997616,1,19770.70999997616,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360815813,17/04/2024 13:33:35,1713364415813,1,17/04/2024 15:33:35,131657,11,task-ayab,,37089472,BLIND,10937658,,complete,,661fcf84d38be5abfe017a4c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1425x724,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,24830.50999998808,24820.971,24830.50999998808,24830.50999998808,24820.971,24830.50999998808,1,24830.50999998808,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
4,1713360815814,17/04/2024 13:33:35,1713364415814,1,17/04/2024 15:33:35,131657,11,task-ayab,,37089472,BLIND,10937658,,complete,,661fcf84d38be5abfe017a4c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1425x724,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,23471.025,24820.971,24831.50999998808,23471.025,24820.971,24831.50999998808,1,23471.025,1360.484999988079,0,,Dropdown,Consent,3,object-8,Consent,,I consent
5,1713360815817,17/04/2024 13:33:35,1713364415817,1,17/04/2024 15:33:35,131657,11,task-ayab,,37089472,BLIND,10937658,,complete,,661fcf84d38be5abfe017a4c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1425x724,,,0,Consent,5,45,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360796037,17/04/2024 13:33:16,1713364396037,1,17/04/2024 15:33:16,131657,11,task-ayab,,37089476,BLIND,10937660,,complete,,661fcf8b39dc87279d2ce131,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1318x654,,,0,Consent,5,30,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360805789,17/04/2024 13:33:25,1713364405789,1,17/04/2024 15:33:25,131657,11,task-ayab,,37089476,BLIND,10937660,,complete,,661fcf8b39dc87279d2ce131,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1318x654,,,0,Consent,5,30,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,9773.899999904632,9766.099999999999,9773.899999904632,9773.899999904632,9766.099999999999,9773.899999904632,1,9773.899999904632,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360805791,17/04/2024 13:33:25,1713364405791,1,17/04/2024 15:33:25,131657,11,task-ayab,,37089476,BLIND,10937660,,complete,,661fcf8b39dc87279d2ce131,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1318x654,,,0,Consent,5,30,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,8783,9766.099999999999,9780.899999904632,8783,9766.099999999999,9780.899999904632,1,8783,997.8999999046318,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360805797,17/04/2024 13:33:25,1713364405797,1,17/04/2024 15:33:25,131657,11,task-ayab,,37089476,BLIND,10937660,,complete,,661fcf8b39dc87279d2ce131,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1366x768,1318x654,,,0,Consent,5,30,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360799170,17/04/2024 13:33:19,1713364399170,1,17/04/2024 15:33:19,131657,11,task-ayab,,37089480,BLIND,10937662,,complete,,661fcf5a8eda0fc0514272fa,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,2880x1558,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360807651,17/04/2024 13:33:27,1713364407651,1,17/04/2024 15:33:27,131657,11,task-ayab,,37089480,BLIND,10937662,,complete,,661fcf5a8eda0fc0514272fa,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,2880x1558,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,8498.599999713897,8483.099999999999,8498.599999713897,8498.599999713897,8483.099999999999,8498.599999713897,1,8498.599999713897,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360807652,17/04/2024 13:33:27,1713364407652,1,17/04/2024 15:33:27,131657,11,task-ayab,,37089480,BLIND,10937662,,complete,,661fcf5a8eda0fc0514272fa,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,2880x1558,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,8133.599999999999,8483.099999999999,8499.299999999997,8133.599999999999,8483.099999999999,8499.299999999997,1,8133.599999999999,365.699999999998,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360807654,17/04/2024 13:33:27,1713364407654,1,17/04/2024 15:33:27,131657,11,task-ayab,,37089480,BLIND,10937662,,complete,,661fcf5a8eda0fc0514272fa,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,1440x900,2880x1558,,,0,Consent,5,41,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360798621,17/04/2024 13:33:18,1713364398621,1,17/04/2024 15:33:18,131657,11,task-ayab,,37089482,BLIND,10937663,,complete,,661fcf5d7156556e8bdc4eef,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1440x900,1440x820,,,0,Consent,5,17,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360808337,17/04/2024 13:33:28,1713364408337,1,17/04/2024 15:33:28,131657,11,task-ayab,,37089482,BLIND,10937663,,complete,,661fcf5d7156556e8bdc4eef,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1440x900,1440x820,,,0,Consent,5,17,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,11653,11640,11653,11653,11640,11653,1,11653,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360808339,17/04/2024 13:33:28,1713364408339,1,17/04/2024 15:33:28,131657,11,task-ayab,,37089482,BLIND,10937663,,complete,,661fcf5d7156556e8bdc4eef,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1440x900,1440x820,,,0,Consent,5,17,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,10956,11640,11657,10956,11640,11657,1,10956,701,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360808344,17/04/2024 13:33:28,1713364408344,1,17/04/2024 15:33:28,131657,11,task-ayab,,37089482,BLIND,10937663,,complete,,661fcf5d7156556e8bdc4eef,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1440x900,1440x820,,,0,Consent,5,17,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360800490,17/04/2024 13:33:20,1713364400490,1,17/04/2024 15:33:20,131657,11,task-ayab,,37089485,BLIND,10937664,,complete,,661fcf939ffb2453a91bb461,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,23,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360814285,17/04/2024 13:33:34,1713364414285,1,17/04/2024 15:33:34,131657,11,task-ayab,,37089485,BLIND,10937664,,complete,,661fcf939ffb2453a91bb461,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,23,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,13815.199999952316,13800.699999999999,13815.199999952316,13815.199999952316,13800.699999999999,13815.199999952316,1,13815.199999952316,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360814305,17/04/2024 13:33:34,1713364414305,1,17/04/2024 15:33:34,131657,11,task-ayab,,37089485,BLIND,10937664,,complete,,661fcf939ffb2453a91bb461,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,23,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,12150.9,13800.699999999999,13817.399999999998,12150.9,13800.699999999999,13817.399999999998,1,12150.9,1666.4999999999982,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360814310,17/04/2024 13:33:34,1713364414310,1,17/04/2024 15:33:34,131657,11,task-ayab,,37089485,BLIND,10937664,,complete,,661fcf939ffb2453a91bb461,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Consent,5,23,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360802633,17/04/2024 13:33:22,1713364402633,1,17/04/2024 15:33:22,131657,11,task-ayab,,37089487,BLIND,10937665,,complete,,661fcf6d1f509e0fccd87c43,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,Consent,5,39,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360817528,17/04/2024 13:33:37,1713364417528,1,17/04/2024 15:33:37,131657,11,task-ayab,,37089487,BLIND,10937665,,complete,,661fcf6d1f509e0fccd87c43,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,Consent,5,39,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,14925.05400000149,14908.454,14925.05400000149,14925.05400000149,14908.454,14925.05400000149,1,14925.05400000149,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360817533,17/04/2024 13:33:37,1713364417533,1,17/04/2024 15:33:37,131657,11,task-ayab,,37089487,BLIND,10937665,,complete,,661fcf6d1f509e0fccd87c43,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,Consent,5,39,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,14258.354,14908.454,14925.253999999999,14258.354,14908.454,14925.253999999999,1,14258.354,666.8999999999996,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360817537,17/04/2024 13:33:37,1713364417537,1,17/04/2024 15:33:37,131657,11,task-ayab,,37089487,BLIND,10937665,,complete,,661fcf6d1f509e0fccd87c43,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,0,Consent,5,39,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360823978,17/04/2024 13:33:43,1713364423978,1,17/04/2024 15:33:43,131657,11,task-ayab,,37089512,BLIND,10937668,,complete,,661fcfa289c26640b8728f54,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1430x694,,,0,Consent,5,10,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360832427,17/04/2024 13:33:52,1713364432427,1,17/04/2024 15:33:52,131657,11,task-ayab,,37089512,BLIND,10937668,,complete,,661fcfa289c26640b8728f54,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1430x694,,,0,Consent,5,10,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,8464.49999999404,8453.1,8464.49999999404,8464.49999999404,8453.1,8464.49999999404,1,8464.49999999404,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360832429,17/04/2024 13:33:52,1713364432429,1,17/04/2024 15:33:52,131657,11,task-ayab,,37089512,BLIND,10937668,,complete,,661fcfa289c26640b8728f54,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1430x694,,,0,Consent,5,10,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,7734.4,8453.1,8468.7,7734.4,8453.1,8468.7,1,7734.4,734.3000000000011,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360832433,17/04/2024 13:33:52,1713364432433,1,17/04/2024 15:33:52,131657,11,task-ayab,,37089512,BLIND,10937668,,complete,,661fcfa289c26640b8728f54,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1430x694,,,0,Consent,5,10,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360824290,17/04/2024 13:33:44,1713364424290,1,17/04/2024 15:33:44,131657,11,task-ayab,,37089514,BLIND,10937669,,complete,,661fcfa877d6ef6b870fecf2,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1600x900,1600x773,,,0,Consent,5,36,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360839369,17/04/2024 13:33:59,1713364439369,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089514,BLIND,10937669,,complete,,661fcfa877d6ef6b870fecf2,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1600x900,1600x773,,,0,Consent,5,36,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,15090.754,15083.254,15090.754,15090.754,15083.254,15090.754,1,15090.754,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360839372,17/04/2024 13:33:59,1713364439372,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089514,BLIND,10937669,,complete,,661fcfa877d6ef6b870fecf2,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1600x900,1600x773,,,0,Consent,5,36,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,14599.854,15083.254,15093.954000047685,14599.854,15083.254,15093.954000047685,1,14599.854,494.10000004768517,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360839373,17/04/2024 13:33:59,1713364439373,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089514,BLIND,10937669,,complete,,661fcfa877d6ef6b870fecf2,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1600x900,1600x773,,,0,Consent,5,36,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360827394,17/04/2024 13:33:47,1713364427394,1,17/04/2024 15:33:47,131657,11,task-ayab,,37089518,BLIND,10937671,,complete,,661fcfad459fcc49a0f7b165,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Consent,5,14,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360839105,17/04/2024 13:33:59,1713364439105,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089518,BLIND,10937671,,complete,,661fcfad459fcc49a0f7b165,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Consent,5,14,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,11728.37200000298,11723.572,11728.37200000298,11728.37200000298,11723.572,11728.37200000298,1,11728.37200000298,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
3,1713360839107,17/04/2024 13:33:59,1713364439107,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089518,BLIND,10937671,,complete,,661fcfad459fcc49a0f7b165,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Consent,5,14,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,response,I consent,2464.472,11723.572,11732.572000005961,2464.472,11723.572,11732.572000005961,1,2464.472,9268.100000005961,0,,Dropdown,Consent,3,object-8,Consent,,I consent
4,1713360839109,17/04/2024 13:33:59,1713364439109,1,17/04/2024 15:33:59,131657,11,task-ayab,,37089518,BLIND,10937671,,complete,,661fcfad459fcc49a0f7b165,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Consent,5,14,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,
1,1713360830399,17/04/2024 13:33:50,1713364430399,1,17/04/2024 15:33:50,131657,11,task-ayab,,37089523,BLIND,10937674,,complete,,661fcfb1effbbfcd88b4e4fa,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,800x1280,800x1112,,,0,Consent,5,25,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1713360837230,17/04/2024 13:33:57,1713364437230,1,17/04/2024 15:33:57,131657,11,task-ayab,,37089523,BLIND,10937674,,complete,,661fcfb1effbbfcd88b4e4fa,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,800x1280,800x1112,,,0,Consent,5,25,consent,Spreadsheet1,Spreadsheet1,1,Consent,Screen 1,efjs3o,1,continue,,6844.700000047684,6831.5,6844.700000047684,6844.700000047684,6831.5,6844.700000047684,1,6844.700000047684,0,0,,Click To Continue,Continue Button,4,object-9,Consent,,
