Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-37bt,branch-tk52,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
5,1713360334452,17/04/2024 13:25:34,1713363934452,1,17/04/2024 15:25:34,131657,11,task-f6yr,,37088977,BLIND,10937493,,complete,,661fcd145cf0a5ba79f11e93,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1200,1896x1042,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,20097.500000023843,20083.200000000004,20097.500000023843,20097.500000023843,20083.200000000004,20097.500000023843,1,20097.500000023843,0,0,,Click To Continue,Next,2,object-26,Instructions,
6,1713360334458,17/04/2024 13:25:34,1713363934458,1,17/04/2024 15:25:34,131657,11,task-f6yr,,37088977,BLIND,10937493,,complete,,661fcd145cf0a5ba79f11e93,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1200,1896x1042,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360263468,17/04/2024 13:24:23,1713363863468,1,17/04/2024 15:24:23,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360360122,17/04/2024 13:26:00,1713363960122,1,17/04/2024 15:26:00,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
3,1713360446169,17/04/2024 13:27:26,1713364046169,1,17/04/2024 15:27:26,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
4,1713360458978,17/04/2024 13:27:38,1713364058978,1,17/04/2024 15:27:38,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,98816.79999998808,98808.5,98816.79999998808,98816.79999998808,98808.5,98816.79999998808,1,98816.79999998808,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
5,1713360567172,17/04/2024 13:29:27,1713364167172,1,17/04/2024 15:29:27,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,108202.29999998808,108193.30000000002,108202.29999998808,108202.29999998808,108193.30000000002,108202.29999998808,1,108202.29999998808,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
6,1713360593842,17/04/2024 13:29:53,1713364193842,1,17/04/2024 15:29:53,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,26678.79999999999,26674.899999999994,26678.79999999999,26678.79999999999,26674.899999999994,26678.79999999999,1,26678.79999999999,0,0,,Click To Continue,Next,2,object-26,Instructions,
7,1713360593854,17/04/2024 13:29:53,1713364193854,1,17/04/2024 15:29:53,131657,11,task-f6yr,,37088988,BLIND,10937498,,complete,,661fcd34f60141abbe762d14,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1098x618,1373x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360269075,17/04/2024 13:24:29,1713363869075,1,17/04/2024 15:24:29,131657,11,task-f6yr,,37089006,BLIND,10937490,,complete,,661fcd38af2aa7a0e378464a,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Instructions_2,5,27,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360299517,17/04/2024 13:24:59,1713363899517,1,17/04/2024 15:24:59,131657,11,task-f6yr,,37089006,BLIND,10937490,,complete,,661fcd38af2aa7a0e378464a,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Instructions_2,5,27,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,30306.1,30303.199999999997,30306.1,30306.1,30303.199999999997,30306.1,1,30306.1,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360339011,17/04/2024 13:25:39,1713363939011,1,17/04/2024 15:25:39,131657,11,task-f6yr,,37089006,BLIND,10937490,,complete,,661fcd38af2aa7a0e378464a,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Instructions_2,5,27,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,39496.20000007153,39487.4,39496.20000007153,39496.20000007153,39487.4,39496.20000007153,1,39496.20000007153,0,0,,Click To Continue,Click To Continue,3,object-17,Instructions,
4,1713360362564,17/04/2024 13:26:02,1713363962564,1,17/04/2024 15:26:02,131657,11,task-f6yr,,37089006,BLIND,10937490,,complete,,661fcd38af2aa7a0e378464a,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Instructions_2,5,27,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,23561.700000047684,23552.5,23561.700000047684,23561.700000047684,23552.5,23561.700000047684,1,23561.700000047684,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360362568,17/04/2024 13:26:02,1713363962568,1,17/04/2024 15:26:02,131657,11,task-f6yr,,37089006,BLIND,10937490,,complete,,661fcd38af2aa7a0e378464a,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x695,,,0,Instructions_2,5,27,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360276721,17/04/2024 13:24:36,1713363876721,1,17/04/2024 15:24:36,131657,11,task-f6yr,,37089013,BLIND,10937495,,complete,,661fcd4f85319703b2be0207,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,1366x768,1366x768,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360355553,17/04/2024 13:25:55,1713363955553,1,17/04/2024 15:25:55,131657,11,task-f6yr,,37089013,BLIND,10937495,,complete,,661fcd4f85319703b2be0207,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,1366x768,1366x768,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,78518.80000000037,78505.79999999999,78518.80000000037,78518.80000000037,78505.79999999999,78518.80000000037,1,78518.80000000037,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360401193,17/04/2024 13:26:41,1713364001193,1,17/04/2024 15:26:41,131657,11,task-f6yr,,37089013,BLIND,10937495,,complete,,661fcd4f85319703b2be0207,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,1366x768,1366x768,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,45653.600000000006,45642.40000000001,45653.600000000006,45653.600000000006,45642.40000000001,45653.600000000006,1,45653.600000000006,0,0,,Click To Continue,Click To Continue,7,object-21,Instructions,
4,1713360431069,17/04/2024 13:27:11,1713364031069,1,17/04/2024 15:27:11,131657,11,task-f6yr,,37089013,BLIND,10937495,,complete,,661fcd4f85319703b2be0207,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,1366x768,1366x768,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,29887.399999999252,29870.90000000001,29887.399999999252,29887.399999999252,29870.90000000001,29887.399999999252,1,29887.399999999252,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360431076,17/04/2024 13:27:11,1713364031076,1,17/04/2024 15:27:11,131657,11,task-f6yr,,37089013,BLIND,10937495,,complete,,661fcd4f85319703b2be0207,computer,Desktop or Laptop,Linux x86_64,Chrome 123.0.0.0,1366x768,1366x768,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360305887,17/04/2024 13:25:05,1713363905887,1,17/04/2024 15:25:05,131657,11,task-f6yr,,37089018,BLIND,10937488,,complete,,661fccc788cb5152d7b7c51d,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1280x720,1272x598,,,0,Instructions_2,5,20,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360380487,17/04/2024 13:26:20,1713363980487,1,17/04/2024 15:26:20,131657,11,task-f6yr,,37089018,BLIND,10937488,,complete,,661fccc788cb5152d7b7c51d,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1280x720,1272x598,,,0,Instructions_2,5,20,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,73987.9,73972.59999999999,73987.9,73987.9,73972.59999999999,73987.9,1,73987.9,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360486498,17/04/2024 13:28:06,1713364086498,1,17/04/2024 15:28:06,131657,11,task-f6yr,,37089018,BLIND,10937488,,complete,,661fccc788cb5152d7b7c51d,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1280x720,1272x598,,,0,Instructions_2,5,20,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,106028.09999995232,106012.90000000001,106028.09999995232,106028.09999995232,106012.90000000001,106028.09999995232,1,106028.09999995232,0,0,,Click To Continue,Click To Continue,3,object-17,Instructions,
4,1713360490490,17/04/2024 13:28:10,1713364090490,1,17/04/2024 15:28:10,131657,11,task-f6yr,,37089018,BLIND,10937488,,complete,,661fccc788cb5152d7b7c51d,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1280x720,1272x598,,,0,Instructions_2,5,20,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,4006.899999999994,3996.5,4006.899999999994,4006.899999999994,3996.5,4006.899999999994,1,4006.899999999994,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360490491,17/04/2024 13:28:10,1713364090491,1,17/04/2024 15:28:10,131657,11,task-f6yr,,37089018,BLIND,10937488,,complete,,661fccc788cb5152d7b7c51d,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1280x720,1272x598,,,0,Instructions_2,5,20,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360286909,17/04/2024 13:24:46,1713363886909,1,17/04/2024 15:24:46,131657,11,task-f6yr,,37089020,BLIND,10937504,,complete,,661fcd7e680b3a72bc570c67,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1303x744,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360313478,17/04/2024 13:25:13,1713363913478,1,17/04/2024 15:25:13,131657,11,task-f6yr,,37089020,BLIND,10937504,,complete,,661fcd7e680b3a72bc570c67,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,26035,26030,26035,26035,26030,26035,1,26035,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360372291,17/04/2024 13:26:12,1713363972291,1,17/04/2024 15:26:12,131657,11,task-f6yr,,37089020,BLIND,10937504,,complete,,661fcd7e680b3a72bc570c67,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,58821,58818,58821,58821,58818,58821,1,58821,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713360390477,17/04/2024 13:26:30,1713363990477,1,17/04/2024 15:26:30,131657,11,task-f6yr,,37089020,BLIND,10937504,,complete,,661fcd7e680b3a72bc570c67,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,18184,18167,18184,18184,18167,18184,1,18184,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360390480,17/04/2024 13:26:30,1713363990480,1,17/04/2024 15:26:30,131657,11,task-f6yr,,37089020,BLIND,10937504,,complete,,661fcd7e680b3a72bc570c67,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,,0,Instructions_2,5,7,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360287803,17/04/2024 13:24:47,1713363887803,1,17/04/2024 15:24:47,131657,11,task-f6yr,,37089021,BLIND,10937501,,complete,,661fccf57c69ef226390bf4f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,24,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360310165,17/04/2024 13:25:10,1713363910165,1,17/04/2024 15:25:10,131657,11,task-f6yr,,37089021,BLIND,10937501,,complete,,661fccf57c69ef226390bf4f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,2400x1350,,,0,Instructions_2,5,24,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,21927.800000005962,21911.300000000003,21927.800000005962,21927.800000005962,21911.300000000003,21927.800000005962,1,21927.800000005962,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360347327,17/04/2024 13:25:47,1713363947327,1,17/04/2024 15:25:47,131657,11,task-f6yr,,37089021,BLIND,10937501,,complete,,661fccf57c69ef226390bf4f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,2400x1350,,,0,Instructions_2,5,24,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,37176.6,37169,37176.6,37176.6,37169,37176.6,1,37176.6,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713360361606,17/04/2024 13:26:01,1713363961606,1,17/04/2024 15:26:01,131657,11,task-f6yr,,37089021,BLIND,10937501,,complete,,661fccf57c69ef226390bf4f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,2400x1350,,,0,Instructions_2,5,24,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,14287.299999988078,14274.299999999996,14287.299999988078,14287.299999988078,14274.299999999996,14287.299999988078,1,14287.299999988078,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360361611,17/04/2024 13:26:01,1713363961611,1,17/04/2024 15:26:01,131657,11,task-f6yr,,37089021,BLIND,10937501,,complete,,661fccf57c69ef226390bf4f,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,2400x1350,,,0,Instructions_2,5,24,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360314238,17/04/2024 13:25:14,1713363914238,1,17/04/2024 15:25:14,131657,11,task-f6yr,,37089035,BLIND,10937503,,complete,,661fcd63ede8123be8b67d17,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Instructions_2,5,19,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360359018,17/04/2024 13:25:59,1713363959018,1,17/04/2024 15:25:59,131657,11,task-f6yr,,37089035,BLIND,10937503,,complete,,661fcd63ede8123be8b67d17,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Instructions_2,5,19,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,36015,35998.3,36015,36015,35998.3,36015,1,36015,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360451340,17/04/2024 13:27:31,1713364051340,1,17/04/2024 15:27:31,131657,11,task-f6yr,,37089035,BLIND,10937503,,complete,,661fcd63ede8123be8b67d17,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Instructions_2,5,19,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,92340,92325.6,92340,92340,92325.6,92340,1,92340,0,0,,Click To Continue,Click To Continue,7,object-21,Instructions,
4,1713360474646,17/04/2024 13:27:54,1713364074646,1,17/04/2024 15:27:54,131657,11,task-f6yr,,37089035,BLIND,10937503,,complete,,661fcd63ede8123be8b67d17,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Instructions_2,5,19,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,23320.49999999962,23313.5,23320.49999999962,23320.49999999962,23313.5,23320.49999999962,1,23320.49999999962,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360474657,17/04/2024 13:27:54,1713364074657,1,17/04/2024 15:27:54,131657,11,task-f6yr,,37089035,BLIND,10937503,,complete,,661fcd63ede8123be8b67d17,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1366x768,1366x641,,,0,Instructions_2,5,19,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360323369,17/04/2024 13:25:23,1713363923369,1,17/04/2024 15:25:23,131657,11,task-f6yr,,37089044,BLIND,10937512,,complete,,661fcd693c6ffb40e9f8614e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,2560x1440,2560x1353,,,0,Instructions_2,5,15,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360394602,17/04/2024 13:26:34,1713363994602,1,17/04/2024 15:26:34,131657,11,task-f6yr,,37089044,BLIND,10937512,,complete,,661fcd693c6ffb40e9f8614e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,2560x1440,2560x1353,,,0,Instructions_2,5,15,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,70730.79999923706,70725.6,70730.79999923706,70730.79999923706,70725.6,70730.79999923706,1,70730.79999923706,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360444056,17/04/2024 13:27:24,1713364044056,1,17/04/2024 15:27:24,131657,11,task-f6yr,,37089044,BLIND,10937512,,complete,,661fcd693c6ffb40e9f8614e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,2560x1440,2560x1353,,,0,Instructions_2,5,15,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,49461.09999980926,49451.7,49461.09999980926,49461.09999980926,49451.7,49461.09999980926,1,49461.09999980926,0,0,,Click To Continue,Click To Continue,2,object-16,Instructions,
4,1713360475383,17/04/2024 13:27:55,1713364075383,1,17/04/2024 15:27:55,131657,11,task-f6yr,,37089044,BLIND,10937512,,complete,,661fcd693c6ffb40e9f8614e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,2560x1440,2560x1353,,,0,Instructions_2,5,15,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,31337.699999999997,31328.699999999997,31337.699999999997,31337.699999999997,31328.699999999997,31337.699999999997,1,31337.699999999997,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360475384,17/04/2024 13:27:55,1713364075384,1,17/04/2024 15:27:55,131657,11,task-f6yr,,37089044,BLIND,10937512,,complete,,661fcd693c6ffb40e9f8614e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,2560x1440,2560x1353,,,0,Instructions_2,5,15,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360340955,17/04/2024 13:25:40,1713363940955,1,17/04/2024 15:25:40,131657,11,task-f6yr,,37089052,BLIND,10937516,,complete,,661fcd9b37ad7b59add87bde,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360372279,17/04/2024 13:26:12,1713363972279,1,17/04/2024 15:26:12,131657,11,task-f6yr,,37089052,BLIND,10937516,,complete,,661fcd9b37ad7b59add87bde,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,31043.699999928474,31030.4,31043.699999928474,31043.699999928474,31030.4,31043.699999928474,1,31043.699999928474,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360455689,17/04/2024 13:27:35,1713364055689,1,17/04/2024 15:27:35,131657,11,task-f6yr,,37089052,BLIND,10937516,,complete,,661fcd9b37ad7b59add87bde,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,83424.6,83408.4,83424.6,83424.6,83408.4,83424.6,1,83424.6,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713360467750,17/04/2024 13:27:47,1713364067750,1,17/04/2024 15:27:47,131657,11,task-f6yr,,37089052,BLIND,10937516,,complete,,661fcd9b37ad7b59add87bde,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,12076.800000023839,12065.300000000003,12076.800000023839,12076.800000023839,12065.300000000003,12076.800000023839,1,12076.800000023839,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360467751,17/04/2024 13:27:47,1713364067751,1,17/04/2024 15:27:47,131657,11,task-f6yr,,37089052,BLIND,10937516,,complete,,661fcd9b37ad7b59add87bde,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x911,,,0,Instructions_2,5,23,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360419393,17/04/2024 13:26:59,1713364019393,1,17/04/2024 15:26:59,131657,11,task-f6yr,,37089134,BLIND,10937524,,complete,,661fcdd9a32ae3927519a39d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Instructions_2,5,36,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360463210,17/04/2024 13:27:43,1713364063210,1,17/04/2024 15:27:43,131657,11,task-f6yr,,37089134,BLIND,10937524,,complete,,661fcdd9a32ae3927519a39d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Instructions_2,5,36,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,43416.799999999996,43400.1,43416.799999999996,43416.799999999996,43400.1,43416.799999999996,1,43416.799999999996,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713360510816,17/04/2024 13:28:30,1713364110816,1,17/04/2024 15:28:30,131657,11,task-f6yr,,37089134,BLIND,10937524,,complete,,661fcdd9a32ae3927519a39d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Instructions_2,5,36,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,47622.8,47616.8,47622.8,47622.8,47616.8,47622.8,1,47622.8,0,0,,Click To Continue,Click To Continue,2,object-16,Instructions,
4,1713360533088,17/04/2024 13:28:53,1713364133088,1,17/04/2024 15:28:53,131657,11,task-f6yr,,37089134,BLIND,10937524,,complete,,661fcdd9a32ae3927519a39d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Instructions_2,5,36,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,22278.300000190735,22266.800000000003,22278.300000190735,22278.300000190735,22266.800000000003,22278.300000190735,1,22278.300000190735,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713360533090,17/04/2024 13:28:53,1713364133090,1,17/04/2024 15:28:53,131657,11,task-f6yr,,37089134,BLIND,10937524,,complete,,661fcdd9a32ae3927519a39d,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x953,,,0,Instructions_2,5,36,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713360465531,17/04/2024 13:27:45,1713360465531,0,17/04/2024 13:27:45,131657,11,task-f6yr,,37089158,BLIND,10937486,,complete,,661fcc1988cb5152d7b7c4d2,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1536x730,,,0,Instructions_2,5,26,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713360788576,17/04/2024 13:33:08,1713360788576,0,17/04/2024 13:33:08,131657,11,task-f6yr,,37089158,BLIND,10937486,,complete,,661fcc1988cb5152d7b7c4d2,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1536x730,,,0,Instructions_2,5,26,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,267468.79999990464,267455.4,267468.79999990464,267468.79999990464,267455.4,267468.79999990464,1,267468.79999990464,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
