Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-37bt,branch-tk52,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1713359141991,17/04/2024 13:05:41,1713362741991,1,17/04/2024 15:05:41,131657,11,task-f6yr,,37088200,BLIND,10937270,,complete,,661fc8f6eba9dbd1cc8529d7,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Instructions_2,5,42,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359178855,17/04/2024 13:06:18,1713362778855,1,17/04/2024 15:06:18,131657,11,task-f6yr,,37088200,BLIND,10937270,,complete,,661fc8f6eba9dbd1cc8529d7,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Instructions_2,5,42,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,36165.60000000112,36150.4,36165.60000000112,36165.60000000112,36150.4,36165.60000000112,1,36165.60000000112,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359241534,17/04/2024 13:07:21,1713362841534,1,17/04/2024 15:07:21,131657,11,task-f6yr,,37088200,BLIND,10937270,,complete,,661fc8f6eba9dbd1cc8529d7,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Instructions_2,5,42,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,62694.59999999963,62683.399999999994,62694.59999999963,62694.59999999963,62683.399999999994,62694.59999999963,1,62694.59999999963,0,0,,Click To Continue,Click To Continue,2,object-16,Instructions,
4,1713359278071,17/04/2024 13:07:58,1713362878071,1,17/04/2024 15:07:58,131657,11,task-f6yr,,37088200,BLIND,10937270,,complete,,661fc8f6eba9dbd1cc8529d7,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Instructions_2,5,42,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,36547.80000000112,36533.399999999994,36547.80000000112,36547.80000000112,36533.399999999994,36547.80000000112,1,36547.80000000112,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359278077,17/04/2024 13:07:58,1713362878077,1,17/04/2024 15:07:58,131657,11,task-f6yr,,37088200,BLIND,10937270,,complete,,661fc8f6eba9dbd1cc8529d7,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1536x703,,,0,Instructions_2,5,42,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359256435,17/04/2024 13:07:36,1713362856435,1,17/04/2024 15:07:36,131657,11,task-f6yr,,37088278,BLIND,10937291,,complete,,661fc97e00dc09ef555bb112,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1536x864,1536x739,,,0,Instructions_2,5,17,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359305008,17/04/2024 13:08:25,1713362905008,1,17/04/2024 15:08:25,131657,11,task-f6yr,,37088278,BLIND,10937291,,complete,,661fc97e00dc09ef555bb112,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1536x864,1536x739,,,0,Instructions_2,5,17,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,45131.84,45127.03999999999,45131.84,45131.84,45127.03999999999,45131.84,1,45131.84,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359316903,17/04/2024 13:08:36,1713362916903,1,17/04/2024 15:08:36,131657,11,task-f6yr,,37088278,BLIND,10937291,,complete,,661fc97e00dc09ef555bb112,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1536x864,1536x739,,,0,Instructions_2,5,17,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,11899.800000000003,11898.36,11899.800000000003,11899.800000000003,11898.36,11899.800000000003,1,11899.800000000003,0,0,,Click To Continue,Click To Continue,7,object-21,Instructions,
4,1713359325604,17/04/2024 13:08:45,1713362925604,1,17/04/2024 15:08:45,131657,11,task-f6yr,,37088278,BLIND,10937291,,complete,,661fc97e00dc09ef555bb112,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1536x864,1536x739,,,0,Instructions_2,5,17,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,8702.440000000002,8698.800000000003,8702.440000000002,8702.440000000002,8698.800000000003,8702.440000000002,1,8702.440000000002,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359325605,17/04/2024 13:08:45,1713362925605,1,17/04/2024 15:08:45,131657,11,task-f6yr,,37088278,BLIND,10937291,,complete,,661fc97e00dc09ef555bb112,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1536x864,1536x739,,,0,Instructions_2,5,17,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359325783,17/04/2024 13:08:45,1713362925783,1,17/04/2024 15:08:45,131657,11,task-f6yr,,37088338,BLIND,10937310,,complete,,661fc9a3c8a577a8f3c14679,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x585,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359400125,17/04/2024 13:10:00,1713363000125,1,17/04/2024 15:10:00,131657,11,task-f6yr,,37088338,BLIND,10937310,,complete,,661fc9a3c8a577a8f3c14679,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x720,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,73809.1,73792.5,73809.1,73809.1,73792.5,73809.1,1,73809.1,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359438224,17/04/2024 13:10:38,1713363038224,1,17/04/2024 15:10:38,131657,11,task-f6yr,,37088338,BLIND,10937310,,complete,,661fc9a3c8a577a8f3c14679,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x720,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,38120.899999999994,38113.2,38120.899999999994,38120.899999999994,38113.2,38120.899999999994,1,38120.899999999994,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359461742,17/04/2024 13:11:01,1713363061742,1,17/04/2024 15:11:01,131657,11,task-f6yr,,37088338,BLIND,10937310,,complete,,661fc9a3c8a577a8f3c14679,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x720,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,23524.999999952313,23514.09999999999,23524.999999952313,23524.999999952313,23514.09999999999,23524.999999952313,1,23524.999999952313,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359461751,17/04/2024 13:11:01,1713363061751,1,17/04/2024 15:11:01,131657,11,task-f6yr,,37088338,BLIND,10937310,,complete,,661fc9a3c8a577a8f3c14679,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x720,,,0,Instructions_2,5,6,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359354087,17/04/2024 13:09:14,1713362954087,1,17/04/2024 15:09:14,131657,11,task-f6yr,,37088375,BLIND,10937320,,complete,,661fc9c62c6a80319a4dc905,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1366x768,1366x633,,,0,Instructions_2,5,9,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359389374,17/04/2024 13:09:49,1713362989374,1,17/04/2024 15:09:49,131657,11,task-f6yr,,37088375,BLIND,10937320,,complete,,661fc9c62c6a80319a4dc905,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1366x768,1366x633,,,0,Instructions_2,5,9,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,34506.200000000375,34502.9,34506.200000000375,34506.200000000375,34502.9,34506.200000000375,1,34506.200000000375,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359431225,17/04/2024 13:10:31,1713363031225,1,17/04/2024 15:10:31,131657,11,task-f6yr,,37088375,BLIND,10937320,,complete,,661fc9c62c6a80319a4dc905,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1366x768,1366x633,,,0,Instructions_2,5,9,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,41853.4,41836.700000000004,41853.4,41853.4,41836.700000000004,41853.4,1,41853.4,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359453163,17/04/2024 13:10:53,1713363053163,1,17/04/2024 15:10:53,131657,11,task-f6yr,,37088375,BLIND,10937320,,complete,,661fc9c62c6a80319a4dc905,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1366x768,1366x633,,,0,Instructions_2,5,9,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,21956.300000000556,21951.899999999994,21956.300000000556,21956.300000000556,21951.899999999994,21956.300000000556,1,21956.300000000556,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359453167,17/04/2024 13:10:53,1713363053167,1,17/04/2024 15:10:53,131657,11,task-f6yr,,37088375,BLIND,10937320,,complete,,661fc9c62c6a80319a4dc905,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 123.0.0.0,1366x768,1366x633,,,0,Instructions_2,5,9,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359360667,17/04/2024 13:09:20,1713362960667,1,17/04/2024 15:09:20,131657,11,task-f6yr,,37088386,BLIND,10937323,,complete,,661fc9da35bf488a4dfd50bc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2048x1152,2048x1031,,,0,Instructions_2,5,48,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359427214,17/04/2024 13:10:27,1713363027214,1,17/04/2024 15:10:27,131657,11,task-f6yr,,37088386,BLIND,10937323,,complete,,661fc9da35bf488a4dfd50bc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2048x1152,2048x1031,,,0,Instructions_2,5,48,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,65443.9,65431.9,65443.9,65443.9,65431.9,65443.9,1,65443.9,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359502568,17/04/2024 13:11:42,1713363102568,1,17/04/2024 15:11:42,131657,11,task-f6yr,,37088386,BLIND,10937323,,complete,,661fc9da35bf488a4dfd50bc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2048x1152,2048x1031,,,0,Instructions_2,5,48,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,75367.5,75355.6,75367.5,75367.5,75355.6,75367.5,1,75367.5,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359530740,17/04/2024 13:12:10,1713363130740,1,17/04/2024 15:12:10,131657,11,task-f6yr,,37088386,BLIND,10937323,,complete,,661fc9da35bf488a4dfd50bc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2048x1152,2048x1031,,,0,Instructions_2,5,48,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,28183.399999999994,28170.899999999994,28183.399999999994,28183.399999999994,28170.899999999994,28183.399999999994,1,28183.399999999994,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359530741,17/04/2024 13:12:10,1713363130741,1,17/04/2024 15:12:10,131657,11,task-f6yr,,37088386,BLIND,10937323,,complete,,661fc9da35bf488a4dfd50bc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 123.0.0.0,2048x1152,2048x1031,,,0,Instructions_2,5,48,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359372374,17/04/2024 13:09:32,1713362972374,1,17/04/2024 15:09:32,131657,11,task-f6yr,,37088395,BLIND,10937326,,complete,,661fc9a4ec8a28be49bab9c1,computer,Desktop or Laptop,Windows 10,Opera 108.0.0.0,1920x1080,1866x956,,,0,Instructions_2,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359389348,17/04/2024 13:09:49,1713362989348,1,17/04/2024 15:09:49,131657,11,task-f6yr,,37088395,BLIND,10937326,,complete,,661fc9a4ec8a28be49bab9c1,computer,Desktop or Laptop,Windows 10,Opera 108.0.0.0,1920x1080,1866x956,,,0,Instructions_2,5,35,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,15593.1,15588.199999999999,15593.1,15593.1,15588.199999999999,15593.1,1,15593.1,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359399168,17/04/2024 13:09:59,1713362999168,1,17/04/2024 15:09:59,131657,11,task-f6yr,,37088395,BLIND,10937326,,complete,,661fc9a4ec8a28be49bab9c1,computer,Desktop or Laptop,Windows 10,Opera 108.0.0.0,1920x1080,1866x956,,,0,Instructions_2,5,35,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,9824.800000005962,9819.7,9824.800000005962,9824.800000005962,9819.7,9824.800000005962,1,9824.800000005962,0,0,,Click To Continue,Click To Continue,2,object-16,Instructions,
4,1713359400564,17/04/2024 13:10:00,1713363000564,1,17/04/2024 15:10:00,131657,11,task-f6yr,,37088395,BLIND,10937326,,complete,,661fc9a4ec8a28be49bab9c1,computer,Desktop or Laptop,Windows 10,Opera 108.0.0.0,1920x1080,1866x956,,,0,Instructions_2,5,35,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,1400.4999999999964,1383.7999999999993,1400.4999999999964,1400.4999999999964,1383.7999999999993,1400.4999999999964,1,1400.4999999999964,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359400567,17/04/2024 13:10:00,1713363000567,1,17/04/2024 15:10:00,131657,11,task-f6yr,,37088395,BLIND,10937326,,complete,,661fc9a4ec8a28be49bab9c1,computer,Desktop or Laptop,Windows 10,Opera 108.0.0.0,1920x1080,1866x956,,,0,Instructions_2,5,35,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359474368,17/04/2024 13:11:14,1713363074368,1,17/04/2024 15:11:14,131657,11,task-f6yr,,37088469,BLIND,10937343,,complete,,661fca364583ffad76cc722b,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Instructions_2,5,21,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359505328,17/04/2024 13:11:45,1713363105328,1,17/04/2024 15:11:45,131657,11,task-f6yr,,37088469,BLIND,10937343,,complete,,661fca364583ffad76cc722b,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Instructions_2,5,21,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,30708.20000000037,30697.6,30708.20000000037,30708.20000000037,30697.6,30708.20000000037,1,30708.20000000037,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359532663,17/04/2024 13:12:12,1713363132663,1,17/04/2024 15:12:12,131657,11,task-f6yr,,37088469,BLIND,10937343,,complete,,661fca364583ffad76cc722b,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Instructions_2,5,21,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,27345.499999999814,27343.7,27345.499999999814,27345.499999999814,27343.7,27345.499999999814,1,27345.499999999814,0,0,,Click To Continue,Click To Continue,7,object-21,Instructions,
4,1713359550863,17/04/2024 13:12:30,1713363150863,1,17/04/2024 15:12:30,131657,11,task-f6yr,,37088469,BLIND,10937343,,complete,,661fca364583ffad76cc722b,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Instructions_2,5,21,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,18200.900000000373,18184.899999999994,18200.900000000373,18200.900000000373,18184.899999999994,18200.900000000373,1,18200.900000000373,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359550864,17/04/2024 13:12:30,1713363150864,1,17/04/2024 15:12:30,131657,11,task-f6yr,,37088469,BLIND,10937343,,complete,,661fca364583ffad76cc722b,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x919,,,0,Instructions_2,5,21,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359498446,17/04/2024 13:11:38,1713363098446,1,17/04/2024 15:11:38,131657,11,task-f6yr,,37088485,BLIND,10937347,,complete,,661fca5b6161682597f0c45e,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,Instructions_2,5,37,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359573801,17/04/2024 13:12:53,1713363173801,1,17/04/2024 15:12:53,131657,11,task-f6yr,,37088485,BLIND,10937347,,complete,,661fca5b6161682597f0c45e,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,Instructions_2,5,37,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,74733.50000000001,74716.90000000001,74733.50000000001,74733.50000000001,74716.90000000001,74733.50000000001,1,74733.50000000001,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359609738,17/04/2024 13:13:29,1713363209738,1,17/04/2024 15:13:29,131657,11,task-f6yr,,37088485,BLIND,10937347,,complete,,661fca5b6161682597f0c45e,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,Instructions_2,5,37,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,35954.69999995231,35949.7,35954.69999995231,35954.69999995231,35949.7,35954.69999995231,1,35954.69999995231,0,0,,Click To Continue,Click To Continue,2,object-16,Instructions,
4,1713359621520,17/04/2024 13:13:41,1713363221520,1,17/04/2024 15:13:41,131657,11,task-f6yr,,37088485,BLIND,10937347,,complete,,661fca5b6161682597f0c45e,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,Instructions_2,5,37,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,11786.800000023839,11783.5,11786.800000023839,11786.800000023839,11783.5,11786.800000023839,1,11786.800000023839,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359621528,17/04/2024 13:13:41,1713363221528,1,17/04/2024 15:13:41,131657,11,task-f6yr,,37088485,BLIND,10937347,,complete,,661fca5b6161682597f0c45e,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1920x1080,1872x958,,,0,Instructions_2,5,37,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359508346,17/04/2024 13:11:48,1713363108346,1,17/04/2024 15:11:48,131657,11,task-f6yr,,37088491,BLIND,10937353,,complete,,661fca76d5ef69dfee508da8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,25,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359518630,17/04/2024 13:11:58,1713363118630,1,17/04/2024 15:11:58,131657,11,task-f6yr,,37088491,BLIND,10937353,,complete,,661fca76d5ef69dfee508da8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,25,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,9893.600000047683,9883.4,9893.600000047683,9893.600000047683,9883.4,9893.600000047683,1,9893.600000047683,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359590725,17/04/2024 13:13:10,1713363190725,1,17/04/2024 15:13:10,131657,11,task-f6yr,,37088491,BLIND,10937353,,complete,,661fca76d5ef69dfee508da8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,25,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,72105.60000014305,72098.1,72105.60000014305,72105.60000014305,72098.1,72105.60000014305,1,72105.60000014305,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359593524,17/04/2024 13:13:13,1713363193524,1,17/04/2024 15:13:13,131657,11,task-f6yr,,37088491,BLIND,10937353,,complete,,661fca76d5ef69dfee508da8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,25,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,2806.200000190729,2800.699999999997,2806.200000190729,2806.200000190729,2800.699999999997,2806.200000190729,1,2806.200000190729,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359593525,17/04/2024 13:13:13,1713363193525,1,17/04/2024 15:13:13,131657,11,task-f6yr,,37088491,BLIND,10937353,,complete,,661fca76d5ef69dfee508da8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,25,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359586487,17/04/2024 13:13:06,1713363186487,1,17/04/2024 15:13:06,131657,11,task-f6yr,,37088541,BLIND,10937365,,complete,,661fca996730aa4116c6258a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,0,Instructions_2,5,47,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359606271,17/04/2024 13:13:26,1713363206271,1,17/04/2024 15:13:26,131657,11,task-f6yr,,37088541,BLIND,10937365,,complete,,661fca996730aa4116c6258a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,0,Instructions_2,5,47,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,18714.65700228882,18708.163,18714.65700228882,18714.65700228882,18708.163,18714.65700228882,1,18714.65700228882,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359634255,17/04/2024 13:13:54,1713363234255,1,17/04/2024 15:13:54,131657,11,task-f6yr,,37088541,BLIND,10937365,,complete,,661fca996730aa4116c6258a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,0,Instructions_2,5,47,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,27990.99400228882,27987.173000000003,27990.99400228882,27990.99400228882,27987.173000000003,27990.99400228882,1,27990.99400228882,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359654318,17/04/2024 13:14:14,1713363254318,1,17/04/2024 15:14:14,131657,11,task-f6yr,,37088541,BLIND,10937365,,complete,,661fca996730aa4116c6258a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,0,Instructions_2,5,47,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,20066.421000762937,20058.128000000004,20066.421000762937,20066.421000762937,20058.128000000004,20066.421000762937,1,20066.421000762937,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359654329,17/04/2024 13:14:14,1713363254329,1,17/04/2024 15:14:14,131657,11,task-f6yr,,37088541,BLIND,10937365,,complete,,661fca996730aa4116c6258a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x929,,,0,Instructions_2,5,47,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
1,1713359588690,17/04/2024 13:13:08,1713363188690,1,17/04/2024 15:13:08,131657,11,task-f6yr,,37088543,BLIND,10937368,,complete,,661fcacded01fc68cc9db5c6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,3,consent,Spreadsheet1,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,
2,1713359610629,17/04/2024 13:13:30,1713363210629,1,17/04/2024 15:13:30,131657,11,task-f6yr,,37088543,BLIND,10937368,,complete,,661fcacded01fc68cc9db5c6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,3,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 1,fv5ahy,1,continue,,21353.100000023842,21349.9,21353.100000023842,21353.100000023842,21349.9,21353.100000023842,1,21353.100000023842,0,0,,Click To Continue,Click To Continue,6,object-13,Instructions,
3,1713359636058,17/04/2024 13:13:56,1713363236058,1,17/04/2024 15:13:56,131657,11,task-f6yr,,37088543,BLIND,10937368,,complete,,661fcacded01fc68cc9db5c6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,3,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 2,v3o9m6,2,continue,,25432.799999988078,25416.5,25432.799999988078,25432.799999988078,25416.5,25432.799999988078,1,25432.799999988078,0,0,,Click To Continue,Click To Continue,5,object-19,Instructions,
4,1713359646820,17/04/2024 13:14:06,1713363246820,1,17/04/2024 15:14:06,131657,11,task-f6yr,,37088543,BLIND,10937368,,complete,,661fcacded01fc68cc9db5c6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,3,consent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,yxrkj4,3,continue,,10777.90000001192,10766.699999999997,10777.90000001192,10777.90000001192,10766.699999999997,10777.90000001192,1,10777.90000001192,0,0,,Click To Continue,Next,2,object-26,Instructions,
5,1713359646823,17/04/2024 13:14:06,1713363246823,1,17/04/2024 15:14:06,131657,11,task-f6yr,,37088543,BLIND,10937368,,complete,,661fcacded01fc68cc9db5c6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1470x956,1470x833,,,0,Instructions_2,5,3,consent,Spreadsheet1,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,
