id,trial,input,label,Spreadsheet,block
10937462.0,130.0,11211,0,Spreadsheet40,10.0
10937462.0,131.0,21211,0,Spreadsheet40,10.0
10937462.0,132.0,21121,1,Spreadsheet40,10.0
10937462.0,133.0,11121,1,Spreadsheet40,10.0
10937462.0,134.0,11111,1,Spreadsheet40,10.0
10937462.0,135.0,11121,1,Spreadsheet40,10.0
10937462.0,136.0,11121,1,Spreadsheet40,10.0
10937462.0,137.0,21211,0,Spreadsheet40,10.0
10937462.0,138.0,21211,1,Spreadsheet40,10.0
10937462.0,139.0,21211,0,Spreadsheet40,10.0
10937462.0,140.0,21221,0,Spreadsheet40,10.0
10937618.0,1.0,21211,1,Spreadsheet40,1.0
10937618.0,2.0,11211,0,Spreadsheet40,1.0
10937618.0,3.0,11121,1,Spreadsheet40,1.0
10937618.0,4.0,21221,0,Spreadsheet40,1.0
10937618.0,5.0,11121,1,Spreadsheet40,1.0
10937618.0,6.0,11121,1,Spreadsheet40,1.0
10937618.0,7.0,21211,0,Spreadsheet40,1.0
10937618.0,8.0,21211,0,Spreadsheet40,1.0
10937618.0,9.0,11111,1,Spreadsheet40,1.0
10937618.0,10.0,11121,1,Spreadsheet40,1.0
10937618.0,11.0,21211,0,Spreadsheet40,1.0
10937618.0,12.0,21211,0,Spreadsheet40,1.0
10937618.0,13.0,11121,0,Spreadsheet40,1.0
10937618.0,14.0,21121,1,Spreadsheet40,1.0
10937618.0,15.0,11121,1,Spreadsheet40,2.0
10937618.0,16.0,11121,1,Spreadsheet40,2.0
10937618.0,17.0,21211,0,Spreadsheet40,2.0
10937618.0,18.0,21211,0,Spreadsheet40,2.0
10937618.0,19.0,21211,1,Spreadsheet40,2.0
10937618.0,20.0,11211,0,Spreadsheet40,2.0
10937618.0,21.0,11111,1,Spreadsheet40,2.0
10937618.0,22.0,21221,0,Spreadsheet40,2.0
10937618.0,23.0,11121,1,Spreadsheet40,2.0
10937618.0,24.0,21211,0,Spreadsheet40,2.0
10937618.0,25.0,11121,1,Spreadsheet40,2.0
10937618.0,26.0,11121,0,Spreadsheet40,2.0
10937618.0,27.0,21121,1,Spreadsheet40,2.0
10937618.0,28.0,21211,0,Spreadsheet40,2.0
10937618.0,29.0,21121,1,Spreadsheet40,3.0
10937618.0,30.0,11121,0,Spreadsheet40,3.0
10937618.0,31.0,21211,0,Spreadsheet40,3.0
10937618.0,32.0,11121,1,Spreadsheet40,3.0
10937618.0,33.0,11211,0,Spreadsheet40,3.0
10937618.0,34.0,21211,0,Spreadsheet40,3.0
10937618.0,35.0,11121,1,Spreadsheet40,3.0
10937618.0,36.0,21221,0,Spreadsheet40,3.0
10937618.0,37.0,11111,1,Spreadsheet40,3.0
10937618.0,38.0,21211,1,Spreadsheet40,3.0
10937618.0,39.0,21211,0,Spreadsheet40,3.0
10937618.0,40.0,11121,1,Spreadsheet40,3.0
10937618.0,41.0,21211,0,Spreadsheet40,3.0
10937618.0,42.0,11121,1,Spreadsheet40,3.0
10937618.0,43.0,21211,0,Spreadsheet40,4.0
10937618.0,44.0,11121,0,Spreadsheet40,4.0
10937618.0,45.0,21121,1,Spreadsheet40,4.0
10937618.0,46.0,21211,1,Spreadsheet40,4.0
10937618.0,47.0,11121,1,Spreadsheet40,4.0
10937618.0,48.0,21211,0,Spreadsheet40,4.0
10937618.0,49.0,21211,0,Spreadsheet40,4.0
10937618.0,50.0,11111,1,Spreadsheet40,4.0
10937618.0,51.0,21221,0,Spreadsheet40,4.0
10937618.0,52.0,11121,1,Spreadsheet40,4.0
10937618.0,53.0,21211,0,Spreadsheet40,4.0
10937618.0,54.0,11121,1,Spreadsheet40,4.0
10937618.0,55.0,11121,1,Spreadsheet40,4.0
10937618.0,56.0,11211,0,Spreadsheet40,4.0
10937618.0,57.0,11121,1,Spreadsheet40,5.0
10937618.0,58.0,11121,1,Spreadsheet40,5.0
10937618.0,59.0,21211,0,Spreadsheet40,5.0
10937618.0,60.0,21211,0,Spreadsheet40,5.0
10937618.0,61.0,11121,1,Spreadsheet40,5.0
10937618.0,62.0,21121,1,Spreadsheet40,5.0
10937618.0,63.0,21221,0,Spreadsheet40,5.0
10937618.0,64.0,11121,0,Spreadsheet40,5.0
10937618.0,65.0,21211,1,Spreadsheet40,5.0
10937618.0,66.0,21211,0,Spreadsheet40,5.0
10937618.0,67.0,11211,0,Spreadsheet40,5.0
10937618.0,68.0,21211,0,Spreadsheet40,5.0
10937618.0,69.0,11111,1,Spreadsheet40,5.0
10937618.0,70.0,11121,1,Spreadsheet40,5.0
10937618.0,71.0,11121,0,Spreadsheet40,6.0
10937618.0,72.0,21211,0,Spreadsheet40,6.0
10937618.0,73.0,11121,1,Spreadsheet40,6.0
10937618.0,74.0,11121,1,Spreadsheet40,6.0
10937618.0,75.0,21211,0,Spreadsheet40,6.0
10937618.0,76.0,11211,0,Spreadsheet40,6.0
10937618.0,77.0,21211,1,Spreadsheet40,6.0
10937618.0,78.0,21121,1,Spreadsheet40,6.0
10937618.0,79.0,11121,1,Spreadsheet40,6.0
10937618.0,80.0,11121,1,Spreadsheet40,6.0
10937618.0,81.0,11111,1,Spreadsheet40,6.0
10937618.0,82.0,21211,0,Spreadsheet40,6.0
10937618.0,83.0,21221,0,Spreadsheet40,6.0
10937618.0,84.0,21211,0,Spreadsheet40,6.0
10937618.0,85.0,11121,1,Spreadsheet40,7.0
10937618.0,86.0,21211,0,Spreadsheet40,7.0
10937618.0,87.0,11121,1,Spreadsheet40,7.0
10937618.0,88.0,21221,0,Spreadsheet40,7.0
10937618.0,89.0,21211,0,Spreadsheet40,7.0
10937618.0,90.0,21211,1,Spreadsheet40,7.0
10937618.0,91.0,11211,0,Spreadsheet40,7.0
10937618.0,92.0,21211,0,Spreadsheet40,7.0
10937618.0,93.0,21211,0,Spreadsheet40,7.0
10937618.0,94.0,11121,1,Spreadsheet40,7.0
10937618.0,95.0,11121,1,Spreadsheet40,7.0
10937618.0,96.0,11121,0,Spreadsheet40,7.0
10937618.0,97.0,21121,1,Spreadsheet40,7.0
10937618.0,98.0,11111,1,Spreadsheet40,7.0
10937618.0,99.0,11121,1,Spreadsheet40,8.0
10937618.0,100.0,11111,1,Spreadsheet40,8.0
10937618.0,101.0,21211,0,Spreadsheet40,8.0
10937618.0,102.0,21211,1,Spreadsheet40,8.0
10937618.0,103.0,11121,0,Spreadsheet40,8.0
10937618.0,104.0,11121,1,Spreadsheet40,8.0
10937618.0,105.0,21221,0,Spreadsheet40,8.0
10937618.0,106.0,11121,1,Spreadsheet40,8.0
10937618.0,107.0,21211,0,Spreadsheet40,8.0
10937618.0,108.0,11211,0,Spreadsheet40,8.0
10937618.0,109.0,21211,0,Spreadsheet40,8.0
10937618.0,110.0,11121,1,Spreadsheet40,8.0
10937618.0,111.0,21211,0,Spreadsheet40,8.0
10937618.0,112.0,21121,1,Spreadsheet40,8.0
10937618.0,113.0,11121,1,Spreadsheet40,9.0
10937618.0,114.0,21221,0,Spreadsheet40,9.0
10937618.0,115.0,21211,0,Spreadsheet40,9.0
10937618.0,116.0,11121,1,Spreadsheet40,9.0
10937618.0,117.0,21121,1,Spreadsheet40,9.0
10937618.0,118.0,11111,1,Spreadsheet40,9.0
10937618.0,119.0,21211,0,Spreadsheet40,9.0
10937618.0,120.0,11121,1,Spreadsheet40,9.0
10937618.0,121.0,11121,0,Spreadsheet40,9.0
10937618.0,122.0,21211,1,Spreadsheet40,9.0
10937618.0,123.0,11211,0,Spreadsheet40,9.0
10937618.0,124.0,21211,0,Spreadsheet40,9.0
10937618.0,125.0,21211,0,Spreadsheet40,9.0
10937618.0,126.0,11121,1,Spreadsheet40,9.0
10937618.0,127.0,11111,1,Spreadsheet40,10.0
10937618.0,128.0,11211,0,Spreadsheet40,10.0
10937618.0,129.0,11121,0,Spreadsheet40,10.0
10937618.0,130.0,21211,0,Spreadsheet40,10.0
10937618.0,131.0,11121,1,Spreadsheet40,10.0
10937618.0,132.0,21211,0,Spreadsheet40,10.0
10937618.0,133.0,11121,1,Spreadsheet40,10.0
10937618.0,134.0,21211,1,Spreadsheet40,10.0
10937618.0,135.0,21211,0,Spreadsheet40,10.0
10937618.0,136.0,21211,0,Spreadsheet40,10.0
10937618.0,137.0,21221,0,Spreadsheet40,10.0
10937618.0,138.0,11121,1,Spreadsheet40,10.0
10937618.0,139.0,21121,1,Spreadsheet40,10.0
10937618.0,140.0,11121,1,Spreadsheet40,10.0
10937773.0,1.0,21211,0,Spreadsheet40,1.0
10937773.0,2.0,11121,1,Spreadsheet40,1.0
10937773.0,3.0,21121,1,Spreadsheet40,1.0
10937773.0,4.0,11211,0,Spreadsheet40,1.0
10937773.0,5.0,11121,1,Spreadsheet40,1.0
10937773.0,6.0,21211,0,Spreadsheet40,1.0
10937773.0,7.0,21221,0,Spreadsheet40,1.0
10937773.0,8.0,11121,1,Spreadsheet40,1.0
10937773.0,9.0,21211,1,Spreadsheet40,1.0
10937773.0,10.0,11121,0,Spreadsheet40,1.0
10937773.0,11.0,11121,1,Spreadsheet40,1.0
10937773.0,12.0,11111,1,Spreadsheet40,1.0
10937773.0,13.0,21211,0,Spreadsheet40,1.0
10937773.0,14.0,21211,0,Spreadsheet40,1.0
10937773.0,15.0,21211,0,Spreadsheet40,2.0
10937773.0,16.0,21121,1,Spreadsheet40,2.0
10937773.0,17.0,21211,0,Spreadsheet40,2.0
10937773.0,18.0,11121,1,Spreadsheet40,2.0
10937773.0,19.0,11121,0,Spreadsheet40,2.0
10937773.0,20.0,11121,1,Spreadsheet40,2.0
10937773.0,21.0,11121,1,Spreadsheet40,2.0
10937773.0,22.0,21211,0,Spreadsheet40,2.0
10937773.0,23.0,11121,1,Spreadsheet40,2.0
10937773.0,24.0,21211,1,Spreadsheet40,2.0
10937773.0,25.0,11211,0,Spreadsheet40,2.0
10937773.0,26.0,11111,1,Spreadsheet40,2.0
10937773.0,27.0,21221,0,Spreadsheet40,2.0
10937773.0,28.0,21211,0,Spreadsheet40,2.0
10937773.0,29.0,21211,0,Spreadsheet40,3.0
10937773.0,30.0,21221,0,Spreadsheet40,3.0
10937773.0,31.0,11121,0,Spreadsheet40,3.0
10937773.0,32.0,21211,1,Spreadsheet40,3.0
10937773.0,33.0,11121,1,Spreadsheet40,3.0
10937773.0,34.0,21211,0,Spreadsheet40,3.0
10937773.0,35.0,21211,0,Spreadsheet40,3.0
10937773.0,36.0,11111,1,Spreadsheet40,3.0
10937773.0,37.0,21211,0,Spreadsheet40,3.0
10937773.0,38.0,11121,1,Spreadsheet40,3.0
10937773.0,39.0,11211,0,Spreadsheet40,3.0
10937773.0,40.0,11121,1,Spreadsheet40,3.0
10937773.0,41.0,11121,1,Spreadsheet40,3.0
10937773.0,42.0,21121,1,Spreadsheet40,3.0
10937773.0,43.0,11121,1,Spreadsheet40,4.0
10937773.0,44.0,11121,1,Spreadsheet40,4.0
10937773.0,45.0,11211,0,Spreadsheet40,4.0
10937773.0,46.0,21211,0,Spreadsheet40,4.0
10937773.0,47.0,11121,0,Spreadsheet40,4.0
10937773.0,48.0,11121,1,Spreadsheet40,4.0
10937773.0,49.0,11121,1,Spreadsheet40,4.0
10937773.0,50.0,21211,0,Spreadsheet40,4.0
10937773.0,51.0,21211,0,Spreadsheet40,4.0
10937773.0,52.0,11111,1,Spreadsheet40,4.0
10937773.0,53.0,21211,0,Spreadsheet40,4.0
10937773.0,54.0,21211,1,Spreadsheet40,4.0
10937773.0,55.0,21221,0,Spreadsheet40,4.0
10937773.0,56.0,21121,1,Spreadsheet40,4.0
10937773.0,57.0,11121,1,Spreadsheet40,5.0
10937773.0,58.0,21211,0,Spreadsheet40,5.0
10937773.0,59.0,21121,1,Spreadsheet40,5.0
10937773.0,60.0,11121,0,Spreadsheet40,5.0
10937773.0,61.0,11111,1,Spreadsheet40,5.0
10937773.0,62.0,11121,1,Spreadsheet40,5.0
10937773.0,63.0,11211,0,Spreadsheet40,5.0
10937773.0,64.0,21211,0,Spreadsheet40,5.0
10937773.0,65.0,11121,1,Spreadsheet40,5.0
10937773.0,66.0,11121,1,Spreadsheet40,5.0
10937773.0,67.0,21211,0,Spreadsheet40,5.0
10937773.0,68.0,21211,0,Spreadsheet40,5.0
10937773.0,69.0,21221,0,Spreadsheet40,5.0
10937773.0,70.0,21211,1,Spreadsheet40,5.0
10937773.0,71.0,11111,1,Spreadsheet40,6.0
10937773.0,72.0,21211,0,Spreadsheet40,6.0
10937773.0,73.0,11121,1,Spreadsheet40,6.0
10937773.0,74.0,11121,1,Spreadsheet40,6.0
10937773.0,75.0,11121,1,Spreadsheet40,6.0
10937773.0,76.0,11211,0,Spreadsheet40,6.0
10937773.0,77.0,21211,0,Spreadsheet40,6.0
10937773.0,78.0,21211,0,Spreadsheet40,6.0
10937773.0,79.0,11121,0,Spreadsheet40,6.0
10937773.0,80.0,11121,1,Spreadsheet40,6.0
10937773.0,81.0,21211,1,Spreadsheet40,6.0
10937773.0,82.0,21221,0,Spreadsheet40,6.0
10937773.0,83.0,21121,1,Spreadsheet40,6.0
10937773.0,84.0,21211,0,Spreadsheet40,6.0
10937773.0,85.0,11121,0,Spreadsheet40,7.0
10937773.0,86.0,21211,0,Spreadsheet40,7.0
10937773.0,87.0,21211,0,Spreadsheet40,7.0
10937773.0,88.0,11121,1,Spreadsheet40,7.0
10937773.0,89.0,21211,1,Spreadsheet40,7.0
10937773.0,90.0,21221,0,Spreadsheet40,7.0
10937773.0,91.0,21211,0,Spreadsheet40,7.0
10937773.0,92.0,11111,1,Spreadsheet40,7.0
10937773.0,93.0,11121,1,Spreadsheet40,7.0
10937773.0,94.0,21121,1,Spreadsheet40,7.0
10937773.0,95.0,11121,1,Spreadsheet40,7.0
10937773.0,96.0,11121,1,Spreadsheet40,7.0
10937773.0,97.0,21211,0,Spreadsheet40,7.0
10937773.0,98.0,11211,0,Spreadsheet40,7.0
10937773.0,99.0,21211,1,Spreadsheet40,8.0
10937773.0,100.0,11111,1,Spreadsheet40,8.0
10937773.0,101.0,21221,0,Spreadsheet40,8.0
10937773.0,102.0,11121,1,Spreadsheet40,8.0
10937773.0,103.0,21211,0,Spreadsheet40,8.0
10937773.0,104.0,11121,1,Spreadsheet40,8.0
10937773.0,105.0,11121,1,Spreadsheet40,8.0
10937773.0,106.0,21211,0,Spreadsheet40,8.0
10937773.0,107.0,21211,0,Spreadsheet40,8.0
10937773.0,108.0,11121,0,Spreadsheet40,8.0
10937773.0,109.0,11121,1,Spreadsheet40,8.0
10937773.0,110.0,11211,0,Spreadsheet40,8.0
10937773.0,111.0,21211,0,Spreadsheet40,8.0
10937773.0,112.0,21121,1,Spreadsheet40,8.0
10937773.0,113.0,11121,1,Spreadsheet40,9.0
10937773.0,114.0,11121,1,Spreadsheet40,9.0
10937773.0,115.0,11111,1,Spreadsheet40,9.0
10937773.0,116.0,21211,0,Spreadsheet40,9.0
10937773.0,117.0,11121,1,Spreadsheet40,9.0
10937773.0,118.0,21211,0,Spreadsheet40,9.0
10937773.0,119.0,21221,0,Spreadsheet40,9.0
10937773.0,120.0,11211,0,Spreadsheet40,9.0
10937773.0,121.0,21211,0,Spreadsheet40,9.0
10937773.0,122.0,21211,0,Spreadsheet40,9.0
10937773.0,123.0,11121,1,Spreadsheet40,9.0
10937773.0,124.0,11121,0,Spreadsheet40,9.0
10937773.0,125.0,21211,1,Spreadsheet40,9.0
10937773.0,126.0,21121,1,Spreadsheet40,9.0
10937773.0,127.0,21211,0,Spreadsheet40,10.0
10937773.0,128.0,21211,0,Spreadsheet40,10.0
10937773.0,129.0,21211,1,Spreadsheet40,10.0
10937773.0,130.0,11111,1,Spreadsheet40,10.0
10937773.0,131.0,21221,0,Spreadsheet40,10.0
10937773.0,132.0,11121,1,Spreadsheet40,10.0
10937773.0,133.0,21211,0,Spreadsheet40,10.0
10937773.0,134.0,21211,0,Spreadsheet40,10.0
10937773.0,135.0,11121,0,Spreadsheet40,10.0
10937773.0,136.0,11121,1,Spreadsheet40,10.0
10937773.0,137.0,11121,1,Spreadsheet40,10.0
10937773.0,138.0,11121,1,Spreadsheet40,10.0
10937773.0,139.0,21121,1,Spreadsheet40,10.0
10937773.0,140.0,11211,0,Spreadsheet40,10.0
10937432.0,1.0,11221,0,Spreadsheet20,1.0
10937432.0,2.0,21111,1,Spreadsheet20,1.0
10937432.0,3.0,11221,0,Spreadsheet20,1.0
10937432.0,4.0,11221,0,Spreadsheet20,1.0
10937432.0,5.0,11211,0,Spreadsheet20,1.0
10937432.0,6.0,21111,1,Spreadsheet20,1.0
10937432.0,7.0,21111,0,Spreadsheet20,1.0
10937432.0,8.0,21121,1,Spreadsheet20,1.0
10937432.0,9.0,11221,0,Spreadsheet20,1.0
10937432.0,10.0,21111,1,Spreadsheet20,1.0
10937432.0,11.0,11111,1,Spreadsheet20,1.0
10937432.0,12.0,21221,0,Spreadsheet20,1.0
10937432.0,13.0,11221,1,Spreadsheet20,1.0
10937432.0,14.0,21111,1,Spreadsheet20,1.0
10937432.0,15.0,11221,0,Spreadsheet20,2.0
10937432.0,16.0,21111,0,Spreadsheet20,2.0
10937432.0,17.0,11221,0,Spreadsheet20,2.0
10937432.0,18.0,11221,0,Spreadsheet20,2.0
10937432.0,19.0,11221,1,Spreadsheet20,2.0
10937432.0,20.0,21111,1,Spreadsheet20,2.0
10937432.0,21.0,21111,1,Spreadsheet20,2.0
10937432.0,22.0,21111,1,Spreadsheet20,2.0
10937432.0,23.0,11211,0,Spreadsheet20,2.0
10937432.0,24.0,21121,1,Spreadsheet20,2.0
10937432.0,25.0,11111,1,Spreadsheet20,2.0
10937432.0,26.0,21111,1,Spreadsheet20,2.0
10937432.0,27.0,11221,0,Spreadsheet20,2.0
10937432.0,28.0,21221,0,Spreadsheet20,2.0
10937432.0,29.0,11111,1,Spreadsheet20,3.0
10937432.0,30.0,11221,0,Spreadsheet20,3.0
10937432.0,31.0,21121,1,Spreadsheet20,3.0
10937432.0,32.0,11221,0,Spreadsheet20,3.0
10937432.0,33.0,21111,1,Spreadsheet20,3.0
10937432.0,34.0,21111,1,Spreadsheet20,3.0
10937432.0,35.0,21111,0,Spreadsheet20,3.0
10937432.0,36.0,21221,0,Spreadsheet20,3.0
10937432.0,37.0,11221,0,Spreadsheet20,3.0
10937432.0,38.0,21111,1,Spreadsheet20,3.0
10937432.0,39.0,11221,0,Spreadsheet20,3.0
10937432.0,40.0,11211,0,Spreadsheet20,3.0
10937432.0,41.0,11221,1,Spreadsheet20,3.0
10937432.0,42.0,21111,1,Spreadsheet20,3.0
10937432.0,43.0,11221,0,Spreadsheet20,4.0
10937432.0,44.0,21221,0,Spreadsheet20,4.0
10937432.0,45.0,21111,1,Spreadsheet20,4.0
10937432.0,46.0,21121,1,Spreadsheet20,4.0
10937432.0,47.0,11221,0,Spreadsheet20,4.0
10937432.0,48.0,21111,1,Spreadsheet20,4.0
10937432.0,49.0,11221,0,Spreadsheet20,4.0
10937432.0,50.0,11221,0,Spreadsheet20,4.0
10937432.0,51.0,11111,1,Spreadsheet20,4.0
10937432.0,52.0,21111,1,Spreadsheet20,4.0
10937432.0,53.0,11211,0,Spreadsheet20,4.0
10937432.0,54.0,21111,1,Spreadsheet20,4.0
10937432.0,55.0,11221,1,Spreadsheet20,4.0
10937432.0,56.0,21111,0,Spreadsheet20,4.0
10937432.0,57.0,11111,1,Spreadsheet20,5.0
10937432.0,58.0,21121,1,Spreadsheet20,5.0
10937432.0,59.0,11221,1,Spreadsheet20,5.0
10937432.0,60.0,21111,1,Spreadsheet20,5.0
10937432.0,61.0,11221,0,Spreadsheet20,5.0
10937432.0,62.0,21111,1,Spreadsheet20,5.0
10937432.0,63.0,11211,0,Spreadsheet20,5.0
10937432.0,64.0,21111,1,Spreadsheet20,5.0
10937432.0,65.0,11221,0,Spreadsheet20,5.0
10937432.0,66.0,21111,0,Spreadsheet20,5.0
10937432.0,67.0,11221,0,Spreadsheet20,5.0
10937432.0,68.0,21111,1,Spreadsheet20,5.0
10937432.0,69.0,11221,0,Spreadsheet20,5.0
10937432.0,70.0,21221,0,Spreadsheet20,5.0
10937432.0,71.0,21111,1,Spreadsheet20,6.0
10937432.0,72.0,11221,0,Spreadsheet20,6.0
10937432.0,73.0,11221,0,Spreadsheet20,6.0
10937432.0,74.0,11221,0,Spreadsheet20,6.0
10937432.0,75.0,21121,1,Spreadsheet20,6.0
10937432.0,76.0,11221,1,Spreadsheet20,6.0
10937432.0,77.0,21111,1,Spreadsheet20,6.0
